Title,Company,Location,Duration,Stipend,Apply By,Applicants,Skills Required,Perks,Number of Openings,Link
Software Testing,Frame CADD Centre,Pune,3 Months,10000 /month,18 Apr' 22,65 applicants,"Database Testing , Software Testing , ","Certificate , Letter of recommendation , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/software-testing-part-time-job-internship-at-pune-in-frame-cadd-centre1648999170
Web Development,Frame CADD Centre,Pune,4 Months,10000 /month,18 Apr' 22,Be an early applicant,"Bootstrap , CSS , HTML , JavaScript , jQuery , MySQL , Node.js , PHP , ReactJS , ","Certificate , Letter of recommendation , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/web-development-part-time-job-internship-at-pune-in-frame-cadd-centre1648998321
Business Development (Sales),GrowBig Digital,Thane,2 Months,2000 /month +  Incentives,18 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , English Proficiency (Written) , Hindi Proficiency (Spoken) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Job offer , ",20,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-multiple-locations-in-growbig-digital1649062587
React Native Application Development,Shortcast,Work From Home,6 Months,8000-10000 /month,18 Apr' 22,Be an early applicant,"CSS , React Native , Redux , TypeScript , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/react-native-application-development-work-from-home-job-internship-at-shortcast1648892602
Digital Marketing,Bombay Mart,Work From Home,3 Months,5000 /month,18 Apr' 22,32 applicants,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , Search Engine Optimization (SEO) , ","Certificate , Flexible work hours , 5 days a week , Job offer , ",1,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-bombay-mart1648992284
Social Media Marketing,Millionth Mile,Work From Home,2 Months,10000 /month,18 Apr' 22,62 applicants,"Creative Writing , Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-millionth-mile1648943173
Human Resources (HR),Weboin,Chennai,6 Months,15000 /month,18 Apr' 22,34 applicants,,"Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",8,https://internshala.com/internship/detail/human-resources-hr-part-time-job-internship-at-chennai-in-weboin1648910223
Teaching (Coding),WizKlub Learning,Work From Home,6 Months,10000 /month,18 Apr' 22,271 applicants,"C++ Programming , C Programming , Java , Python , Web Application Security , ","Certificate , Job offer , ",20,https://internshala.com/internship/detail/teaching-coding-work-from-home-job-internship-at-wizklub-learning1648899583
Mobile App Development,Aclix Technologies Private Limited,Work From Home,1 Month,3000 /month,18 Apr' 22,48 applicants,"CSS , Figma , HTML , UI & UX Design , User Interface (UI) Development , Wireframing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/mobile-app-development-work-from-home-job-internship-at-aclix-technologies-private-limited1649057814
Event Management,Amanati Events LLP,Bangalore,1 Month,5000 /month,18 Apr' 22,30 applicants,"Adobe Photoshop , Digital Marketing , English Proficiency (Written) , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/event-management-part-time-job-internship-at-bangalore-in-amanati-events-llp1648905464
Marketing,IIRWU Education,Work From Home,3 Months,10000 /month,18 Apr' 22,32 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",20,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-iirwu-education1648364128
3D Visualization,BRV Retail Solutions,Work From Home,6 Months,4000-10000 /month,18 Apr' 22,104 applicants,"3ds Max , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/3d-visualization-work-from-home-job-internship-at-brv-retail-solutions1649055171
Human Resources (HR),Pyramidion Solution,Chennai,2 Months,8000 /month,19 Apr' 22,39 applicants,"English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-Word , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",1,https://internshala.com/internship/detail/human-resources-hr-part-time-job-internship-at-chennai-in-pyramidion-solution1649054857
Social Media Marketing,Muses Marketing Private Limited,Work From Home,3 Months,5000-10000 /month,18 Apr' 22,66 applicants,"Instagram Marketing , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",10,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-muses-marketing-private-limited1648921605
Business Development (Sales),Sellopedia,Work From Home,2 Months,2000-3000 /month,18 Apr' 22,Be an early applicant,"Digital Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",20,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-sellopedia1649053727
Photography & Cinematography,FliqaIndia Private Limited,Kolkata,6 Months,10000-15000 /month,18 Apr' 22,Be an early applicant,"Adobe After Effects , Adobe Photoshop , Adobe Photoshop Lightroom CC , Adobe Premiere Pro , Final Cut Pro , Photography , Video Editing , Video Making , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",3,https://internshala.com/internship/detail/photography-cinematography-part-time-job-internship-at-kolkata-in-fliqaindia-private-limited1648919637
Fashion Design,FabriKolor,Pune,2 Months,2000 /month,18 Apr' 22,Be an early applicant,"Adobe Illustrator , Adobe Photoshop , Adobe Photoshop Lightroom CC , Fashion Designing , Fashion Styling , ","Certificate , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/fashion-design-part-time-job-internship-at-pune-in-fabrikolor1649053135
Content Writing,Skillzlearn,Work From Home,2 Months,5000 /month,18 Apr' 22,Be an early applicant,"Blogging , Creative Writing , English Proficiency (Spoken) , English Proficiency (Written) , Social Media Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-skillzlearn1649052879
Accounting Audit,Taxoft.in,Ahmedabad,6 Months,3000-7000 /month,18 Apr' 22,Be an early applicant,"Accounting , Financial literacy , Financial Modeling , Tally , ","Certificate , Letter of recommendation , Job offer , ",5,https://internshala.com/internship/detail/accounting-audit-part-time-job-internship-at-ahmedabad-in-taxoftin1649051089
Content Writing,The Blue Owl,Work From Home,3 Months,2500-5000 /month,18 Apr' 22,72 applicants,"Blogging , Creative Writing , English Proficiency (Written) , Search Engine Optimization (SEO) , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",2,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-the-blue-owl1648891304
Business Development (Sales),Nikitha Reddy,Hyderabad,1 Month,2000 /month +  Incentives,20 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , Telugu Proficiency (Spoken) , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Job offer , ",1,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-hyderabad-in-nikitha-reddy1649047942
Business Development (Sales),Apaizers,Work From Home,6 Months,8000-10000 /month,18 Apr' 22,Be an early applicant,"Client Relationship , Data Analytics , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",1,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-apaizers1648804026
Mobile App Development,Equiseed Wealth,Bhavnagar,3 Months,3000-15000 /month,18 Apr' 22,Be an early applicant,"React Native , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/mobile-app-development-part-time-job-internship-at-multiple-locations-in-equiseed-wealth1649044416
Education Counseling,Sourav Sir's Classes,Kolkata,3 Months,3500-8500 /month,18 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",7,https://internshala.com/internship/detail/education-counseling-part-time-job-internship-at-kolkata-in-sourav-sirs-classes1648879120
Business Development (Sales),Matrix Exports,Mysuru,6 Months,9000-12000 /month,18 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , Job offer , ",5,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-mysuru-bangalore-in-matrix-exports1648884709
International Business Development,Matrix Exports,Mysuru,6 Months,5000-7000 /month,18 Apr' 22,Be an early applicant,"English Proficiency (Spoken) , MS-Excel , MS-Office , ","Certificate , Letter of recommendation , Flexible work hours , Informal dress code , Free snacks & beverages , Job offer , ",6,https://internshala.com/internship/detail/international-business-development-part-time-job-internship-at-mysuru-bangalore-in-matrix-exports1648884548
Digital Marketing,Reflect Branding,Ahmedabad,6 Months,10000-15000 /month,18 Apr' 22,Be an early applicant,"Creative Writing , Digital Marketing , Facebook Marketing , Instagram Marketing , Search Engine Optimization (SEO) , Social Media Marketing , ","Certificate , Letter of recommendation , Informal dress code , 5 days a week , Free snacks & beverages , Job offer , ",2,https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-ahmedabad-in-reflect-branding1648803897
Business Development (Sales),Bullspree,Work From Home,3 Months,3000 /month,18 Apr' 22,Be an early applicant,"Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , Sales and Marketing , ","Certificate , Letter of recommendation , Flexible work hours , 5 days a week , Job offer , ",15,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-bullspree1648884697
Content Writing,Mystic Offices,Work From Home,2 Months,7000 /month,18 Apr' 22,153 applicants,"Blogging , Creative Writing , English Proficiency (Written) , ","Flexible work hours , 5 days a week , Job offer , ",3,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-mystic-offices1649012120
Qliksense Development,Exponentia.ai,Mumbai,6 Months,12000 /month,17 Apr' 22,Be an early applicant,,"Certificate , Letter of recommendation , Job offer , ",3,https://internshala.com/internship/detail/qliksense-development-part-time-job-internship-at-mumbai-in-exponentiaai1649004628
Dietetics/Nutrition,Zealth-AI,Work From Home,6 Months,6000 /month +  Incentives,17 Apr' 22,117 applicants,"Dietetics/Nutrition , English Proficiency (Written) , MS-Excel , ","Certificate , Letter of recommendation , Flexible work hours , Job offer , ",2,https://internshala.com/internship/detail/dietetics-nutrition-work-from-home-job-internship-at-zealth-ai1648821711
